epoch,categorical_accuracy,loss
0,0.6745611429214478,0.9800258874893188
0,0.7846893072128296,0.6552083492279053
0,0.8135970830917358,0.5686222910881042
0,0.8262050747871399,0.5270721316337585
0,0.8341692090034485,0.4949723780155182
0,0.8433871865272522,0.4685034453868866
0,0.8470557928085327,0.4571710228919983
0,0.8512584567070007,0.4389577805995941
0,0.856947124004364,0.4280192255973816
0,0.8583170771598816,0.41775941848754883
0,0.8611962199211121,0.41213101148605347
0,0.865631103515625,0.40229183435440063
0,0.8643772602081299,0.3956289291381836
0,0.8645398020744324,0.38579967617988586
0,0.8689281940460205,0.3831307590007782
0,0.8701587915420532,0.3807961046695709
0,0.8703910112380981,0.3734504282474518
0,0.8716912865638733,0.3751305937767029
0,0.8738274574279785,0.3670750856399536
0,0.8746168613433838,0.3666689991950989
0,0.8742685914039612,0.3631165027618408
0,0.8782855272293091,0.3563406765460968
0,0.8776586055755615,0.3581089377403259
0,0.8802823424339294,0.350040465593338
0,0.8766369223594666,0.36043432354927063
0,0.8793535828590393,0.3518871068954468
0,0.8806770443916321,0.3498794138431549
0,0.8809324502944946,0.34577620029449463
0,0.8799340724945068,0.34635913372039795
0,0.8833008408546448,0.33937379717826843
0,0.8814433217048645,0.34310322999954224
0,0.8859013915061951,0.3363098204135895
