epoch,categorical_accuracy,loss
0,0.681178629398346,0.9692230820655823
0,0.7887526750564575,0.6433231234550476
0,0.8199126720428467,0.5481321811676025
0,0.8294789791107178,0.5139499306678772
0,0.8412975072860718,0.47441163659095764
0,0.84731125831604,0.45485079288482666
0,0.8538822531700134,0.4359841048717499
0,0.857690155506134,0.42331671714782715
0,0.8608015179634094,0.4098933935165405
0,0.8628215789794922,0.39851075410842896
0,0.8651667237281799,0.39068803191185
0,0.8670009970664978,0.3848329186439514
0,0.8709946870803833,0.3794652223587036
0,0.8731308579444885,0.37121671438217163
0,0.8759868144989014,0.3666178286075592
0,0.8748722672462463,0.3617567718029022
0,0.8754991888999939,0.3594702184200287
0,0.8769852519035339,0.35772594809532166
0,0.8780997395515442,0.3517778515815735
0,0.8795625567436218,0.3480127155780792
0,0.8796554207801819,0.34995874762535095
0,0.8820469975471497,0.33801108598709106
0,0.8821166753768921,0.34331226348876953
0,0.8823256492614746,0.3417860269546509
0,0.88548344373703,0.3349418044090271
0,0.8869926333427429,0.333115816116333
0,0.88478684425354,0.3287588059902191
0,0.8875266909599304,0.3303065001964569
0,0.8860406875610352,0.32782647013664246
0,0.8870855569839478,0.3226066529750824
0,0.888107180595398,0.32650822401046753
0,0.8866443634033203,0.3272419571876526
