epoch,categorical_accuracy,loss
0,0.8663973212242126,0.3987296521663666
0,0.9420451521873474,0.1610908806324005
0,0.9615955948829651,0.10662730038166046
0,0.9677254557609558,0.08650505542755127
0,0.9739946126937866,0.07549180090427399
0,0.9762236475944519,0.06525548547506332
0,0.9780579805374146,0.05928928405046463
0,0.9796832799911499,0.05884167551994324
0,0.980844259262085,0.05538254976272583
0,0.9833518862724304,0.04833253100514412
0,0.9833287000656128,0.0493461899459362
0,0.9863007068634033,0.043161533772945404
0,0.9856505990028381,0.04250463843345642
0,0.9859756827354431,0.0472235232591629
0,0.9875777959823608,0.03879856318235397
0,0.9867186546325684,0.044737692922353745
0,0.9883672595024109,0.0399424210190773
0,0.9881582856178284,0.0392574667930603
0,0.988970935344696,0.03791610524058342
0,0.9895746111869812,0.03757605701684952
0,0.9887619614601135,0.0388336181640625
0,0.9900854229927063,0.03731900826096535
0,0.9895978569984436,0.039177946746349335
0,0.989296019077301,0.04155965894460678
0,0.9902712106704712,0.03718498349189758
0,0.9905730485916138,0.03916366025805473
0,0.9900158047676086,0.034921795129776
0,0.9905033707618713,0.035119567066431046
0,0.9913160800933838,0.03403155878186226
0,0.9915714859962463,0.03240136802196503
0,0.9915482401847839,0.03447423130273819
0,0.9908748865127563,0.03404846042394638
