epoch,categorical_accuracy,loss
0,0.6877031922340393,0.9477798938751221
0,0.7902851104736328,0.6444393396377563
0,0.8112984299659729,0.5638949871063232
0,0.8286895155906677,0.5138593316078186
0,0.8366536498069763,0.48476046323776245
0,0.8448500037193298,0.4614652395248413
0,0.8500975370407104,0.4417112171649933
0,0.8546252250671387,0.4269842505455017
0,0.8595012426376343,0.4143717288970947
0,0.8640521764755249,0.4026922285556793
0,0.8651667237281799,0.39793479442596436
0,0.8675814867019653,0.3895034193992615
0,0.8683709502220154,0.3856489062309265
0,0.8704142570495605,0.37574905157089233
0,0.8725736141204834,0.37415602803230286
0,0.8739435076713562,0.36680158972740173
0,0.873618483543396,0.36958715319633484
0,0.8741757273674011,0.3614213168621063
0,0.8756385445594788,0.3607821464538574
0,0.8786569833755493,0.3548484742641449
0,0.880630612373352,0.34837809205055237
0,0.8790053129196167,0.34725165367126465
0,0.8788195252418518,0.3522787392139435
0,0.8822559714317322,0.34193164110183716
0,0.8818612694740295,0.3426777422428131
0,0.8814665079116821,0.3379332721233368
0,0.885158360004425,0.33632975816726685
0,0.88404381275177,0.3364127576351166
0,0.8855763077735901,0.3320426642894745
0,0.8826971054077148,0.3364456295967102
0,0.8859245777130127,0.3299480080604553
0,0.8863192796707153,0.33203771710395813
