epoch,categorical_accuracy,loss
0,0.6830593347549438,0.9622962474822998
0,0.7984814643859863,0.620000958442688
0,0.8204931616783142,0.5456074476242065
0,0.8330082893371582,0.5027304887771606
0,0.8414832353591919,0.4744192361831665
0,0.8461734652519226,0.4547456204891205
0,0.8530927896499634,0.4334203004837036
0,0.8579919934272766,0.4175904393196106
0,0.8606389760971069,0.4081546366214752
0,0.8650041818618774,0.40114524960517883
0,0.8652828335762024,0.39346933364868164
0,0.8685566782951355,0.3822498321533203
0,0.8715519905090332,0.37394243478775024
0,0.8737577795982361,0.37115970253944397
0,0.8726897239685059,0.3674171268939972
0,0.8761261105537415,0.36264559626579285
0,0.877078115940094,0.35911649465560913
0,0.8771013021469116,0.3554847240447998
0,0.8792374730110168,0.3500634431838989
0,0.8800733685493469,0.3477941155433655
0,0.880166232585907,0.34673821926116943
0,0.8831847310066223,0.3421763479709625
0,0.8821862936019897,0.34304043650627136
0,0.8851815462112427,0.3355664908885956
0,0.8831847310066223,0.336025595664978
0,0.8838813304901123,0.3383730947971344
0,0.8865282535552979,0.3316006660461426
0,0.8833008408546448,0.33718252182006836
0,0.8869462013244629,0.32549259066581726
0,0.8833704590797424,0.335961252450943
0,0.8867604732513428,0.3260703682899475
0,0.888107180595398,0.32248857617378235
