epoch,categorical_accuracy,loss
0,0.8671171069145203,0.39156582951545715
0,0.941929042339325,0.16096743941307068
0,0.9606436491012573,0.10815992206335068
0,0.9695133566856384,0.08350872248411179
0,0.9733909368515015,0.0721459835767746
0,0.9772685170173645,0.06484703719615936
0,0.9791027903556824,0.06044758856296539
0,0.9801709055900574,0.05518990382552147
0,0.9818891286849976,0.053052011877298355
0,0.9833751320838928,0.04880981519818306
0,0.9836769700050354,0.048906873911619186
0,0.9853719472885132,0.0464538149535656
0,0.9859060049057007,0.0433468371629715
0,0.9858131408691406,0.0429292656481266
0,0.9869044423103333,0.04271595925092697
0,0.9869044423103333,0.04211907088756561
0,0.9884136915206909,0.03852768614888191
0,0.989249587059021,0.03612930700182915
0,0.9883440136909485,0.041185956448316574
0,0.9893192052841187,0.036486975848674774
0,0.988970935344696,0.04039166867733002
0,0.9886922836303711,0.040470320731401443
0,0.9898764491081238,0.0350881926715374
0,0.9900622367858887,0.03796521946787834
0,0.9907355904579163,0.03370123729109764
0,0.9906427264213562,0.03646117076277733
0,0.9901783466339111,0.0415201373398304
0,0.9908052086830139,0.038109950721263885
0,0.9898532629013062,0.03816872462630272
0,0.9915482401847839,0.0339084230363369
0,0.9909909963607788,0.035234782844781876
0,0.9921984076499939,0.033988989889621735
