epoch,categorical_accuracy,loss
0,0.6818751692771912,0.9688873291015625
0,0.7909120321273804,0.6416782736778259
0,0.8196572661399841,0.555170476436615
0,0.8328689336776733,0.5091187953948975
0,0.8403687477111816,0.4781085252761841
0,0.8486347198486328,0.45581310987472534
0,0.8515602946281433,0.43538355827331543
0,0.8582938313484192,0.4187515676021576
0,0.8615677356719971,0.4137830436229706
0,0.8625429272651672,0.40496814250946045
0,0.8669313788414001,0.3900313377380371
0,0.8666991591453552,0.3832035958766937
0,0.8719002604484558,0.37845519185066223
0,0.872643232345581,0.37253421545028687
0,0.8734791278839111,0.3672944903373718
0,0.8744775652885437,0.36601510643959045
0,0.8751044869422913,0.35792186856269836
0,0.8751973509788513,0.35933181643486023
0,0.8790517449378967,0.35220736265182495
0,0.8805609941482544,0.3522019684314728
0,0.8788427710533142,0.34790605306625366
0,0.8826042413711548,0.3400111198425293
0,0.8823720812797546,0.34236347675323486
0,0.8817451596260071,0.3376457691192627
0,0.8827900290489197,0.3399389684200287
0,0.8834633827209473,0.33831465244293213
0,0.8866907954216003,0.3300642967224121
0,0.8870158791542053,0.32564541697502136
0,0.8863889575004578,0.3253786563873291
0,0.8860871195793152,0.3270578980445862
0,0.8869926333427429,0.3232273757457733
0,0.8862496614456177,0.3269394636154175
